Zone,Easting,Northing,Longitud,Latitud,Fecha,Año,Día de la Semana,Hora,Turno,Distrito,Calle 2,Incidencia,Calle,Nº
15S,444406,4488693,-3.6565587900523,40.5471278959199,04/08/2023,2023,Viernes,8:35,Mañana,Norte,,ATROPELLO PEATON,MARQUES DE LA VALDAVIA,123
15S,445607,4488459,-3.64235583327562,40.5450996613892,04/09/2023,2023,Lunes,12:44,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,JARDIN,1
15S,445350,4489190,-3.64545392088511,40.5516678694929,05/08/2023,2023,Sábado,19:40,Tarde,Norte,,CHOQUE MOBILIARIO URBANO SEÑAL,MANUEL DE FALLA,59
15S,445718,4488135,-3.64101722745284,40.5421882236176,06/08/2023,2023,Domingo,21:05,Tarde,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,QUEVEDO,18
15S,444201,4485954,-3.65873796708082,40.5224401858096,07/08/2023,2023,Lunes,12:50,Mañana,Empresarial,,COLISION FRONTOLATERAL,"FUENCARRAL, CTRA",55
15S,446316,4487628,-3.63391279166138,40.5376599226138,08/08/2023,2023,Martes,0:01,Noche,Centro,,CAIDA VMP,SALVADOR ALLENDE,16
15S,444821,4488157,-3.65161119357246,40.5423271566965,08/08/2023,2023,Martes,10:00,Mañana,Norte,DR SEVERO OCHOA,COLISION FRONTOLATERAL,RAMON Y CAJAL,
15S,446412,4487851,-3.6327981699004,40.5396750117295,09/08/2023,2023,Miércoles,8:50,Mañana,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,CRUZ,8
15S,444812,4488148,-3.65171668264365,40.5422454819329,09/08/2023,2023,Miércoles,22:00,Tarde,Norte,RAMON Y CAJAL,CAIDA MOTORISTA,DR SEVERO OCHOA,
15S,447417,4485562,-3.6207409193792,40.519119063045,10/08/2023,2023,Jueves,18:25,Tarde,Urbanizaciones,CAMINO DEL GOLF,CAIDA MOTORISTA,CAMINO ANCHO,
15S,446087,4487961,-3.63664511515491,40.5406448543773,11/08/2023,2023,Viernes,20:00,Tarde,Centro,,COLISION LATERAL,MARQUES DE LA VALDAVIA,19
15S,446314,4488111,-3.63397742462309,40.542010853685,10/08/2023,2023,Jueves,22:30,Noche,Centro,SAN ANDRES,ATROPELLO PEATON,COSTANILLA DE LOS CIEGOS,
15S,446038,4487664,-3.63719835874653,40.5379661692883,15/08/2023,2023,Martes,19:10,Tarde,Centro,,COLISION POR ALCANCE,NARANJOS,9
15S,445949,4487515,-3.63823649576071,40.5366181168984,16/08/2023,2023,Miércoles,3:00,Noche,Centro,,CHOQUE CON MURO,CANTABRIA,
15S,445903,4488343,-3.63885049013087,40.5440740688009,16/08/2023,2023,Miércoles,11:10,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,MIÑO,7
15S,446481,4487883,-3.63198613409507,40.5399677402447,14/08/2023,2023,Lunes,12:05,Mañana,Centro,CRUZ,CHOQUE MOBILIARIO URBANO SEÑAL,PAZ,
15S,445817,4487380,-3.63978349663376,40.5353933626919,17/08/2023,2023,Jueves,10:50,Mañana,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,OLIMPICA,34
15S,445825,4487382,-3.63968921096408,40.5354119024891,17/08/2023,2023,Jueves,10:52,Mañana,Urbanizaciones,,COLISION FRONTOLATERAL,OLIMPICA,34
15S,444404,4489563,-3.65665896295079,40.5549650256405,17/08/2023,2023,Jueves,12:15,Mañana,Norte,SUERTE,LESIONES PASAJERO,PABLO IGLESIAS,
15S,446237,4488134,-3.63488862010601,40.5422130542254,17/08/2023,2023,Jueves,4:15,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,OVIEDO,9
15S,446028,4487370,-3.63729133821115,40.5353170466107,18/08/2023,2023,Viernes,18:45,Tarde,Urbanizaciones,,COLISION TRASERO LATERAL,OLIMPICA,26
15S,445392,4488505,-3.64489870466261,40.5454999032903,21/08/2023,2023,Lunes,10:45,Mañana,Norte,,CHOQUE PERDIDA FRENO DE MANO,MARQUES DE LA VALDAVIA,75
15S,445585,4487896,-3.64256715987871,40.5400264944338,21/08/2023,2023,Lunes,20:00,Tarde,Centro,,CHOQUE CON OBSTACULO,PINTOR VELAZQUEZ,34
15S,445326,4488843,-3.64570733414164,40.548540381123,21/08/2023,2023,Lunes,18:15,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,MAESTRO VIVES,1
15S,446411,4487775,-3.63280353545963,40.5389903079058,22/08/2023,2023,Martes,21:14,Tarde,Centro,,CAIDA MOTORISTA,SORIA,39
15S,445486,4488340,-3.64377443682956,40.5440197108807,23/08/2023,2023,Miércoles,1:32,Noche,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,"ESPAÑA, AVDA",4
15S,444325,4485988,-3.65727716203805,40.5227548068001,23/08/2023,2023,Miércoles,15:15,Tarde,Empresarial,,COLISION POR ALCANCE,"FUENCARRAL, CTRA",55
15S,445231,4487770,-3.64673625045267,40.5388681154407,23/08/2023,2023,Miércoles,1:15,Noche,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,"VALDELAPARRA, AVDA.",25
15S,446233,4488585,-3.63497422005936,40.5462755823803,24/08/2023,2023,Jueves,14:15,Mañana,Centro,"ESPAÑA, AVDA",CHOQUE CON VEHICULO ESTACIONADO,JARAMA,
15S,446358,4487888,-3.63343893579216,40.5400048288717,25/08/2023,2023,Viernes,15:00,Tarde,Centro,,COLISION LATERAL,SORIA,19
15S,445655,4488828,-3.64182074187984,40.5484269045468,26/08/2023,2023,Sábado,15:45,Tarde,Norte,,COLISION TRASERO LATERAL,RUPERTO CHAPI,22
15S,445341,4486515,-3.64532892670301,40.527569839754,26/08/2023,2023,Sábado,21:55,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,CALENDULA,1
15S,446845,4487972,-3.62769552178103,40.5407929193473,28/08/2023,2023,Lunes,0:00,Noche,Centro,,CHOQUE CON MURO,TRANSICION ESPAÑOLA,1
15S,444543,4488664,-3.65493839130912,40.5468758360648,30/08/2023,2023,Miércoles,9:20,Mañana,Norte,,ATROPELLO PEATON,MARQUES DE LA VALDAVIA,111
15S,445576,4486651,-3.64256627772611,40.5288104448907,25/08/2023,2023,Viernes,11:10,Mañana,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,"BRUSELAS, AVDA",33
15S,444450,4489857,-3.65614153429382,40.5576165648772,28/08/2023,2023,Lunes,15:30,Tarde,Norte,EMBRUJO (DEL),COLISION FRONTOLATERAL,PABLO IGLESIAS,
15S,445969,4487556,-3.63800385251353,40.5369887656933,29/08/2023,2023,Martes,18:00,Tarde,Centro,,COLISION FRONTOLATERAL,MENINA,1
15S,446228,4488306,-3.6350095276258,40.5437619150535,30/08/2023,2023,Miércoles,9:20,Mañana,Centro,,ATROPELLO PEATON,SEGOVIA,4
15S,445338,4486137,-3.64533168230142,40.5241644633724,31/08/2023,2023,Jueves,9:00,Mañana,Urbanizaciones,IRIS,ATROPELLO PEATON,JAZMIN,
15S,444923,4489006,-3.65048073617429,40.5499820477749,31/08/2023,2023,Jueves,10:40,Mañana,Norte,GLORIA FUERTES,COLISION FRONTOLATERAL,MIGUEL DE CERVANTES,
15S,446067,4487592,-3.63684979682666,40.5373194519995,30/08/2023,2023,Miércoles,13:00,Mañana,Centro,LIBERTAD,COLISION LATERAL,MENINA,
15S,447587,4487128,-3.61886393269806,40.5332370654881,31/08/2023,2023,Jueves,15:05,Tarde,Urbanizaciones,,COLISION POR ALCANCE,TRANSICION ESPAÑOLA,32
15S,445146,4488326,-3.64778815486207,40.543871152621,31/08/2023,2023,Jueves,18:55,Tarde,Norte,,COLISION TRASERO LATERAL,DR CASIMIRO MORCILLO,34
15S,444471,4487850,-3.65571713453503,40.5395382054338,01/09/2023,2023,Viernes,6:30,Mañana,Empresarial,GRANJA,COLISION LATERAL,"VALDELAPARRA, AVDA.",
15S,444753,4487779,-3.65238112350213,40.5389174602557,01/09/2023,2023,Viernes,16:00,Tarde,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,VALGRANDE,24
15S,447183,4487504,-3.62366528209261,40.5365985895437,01/09/2023,2023,Viernes,14:30,Tarde,Urbanizaciones,"VEGA, AVENIDA",COLISION FRONTOLATERAL,TRANSICION ESPAÑOLA,
15S,446290,4488317,-3.63427832859923,40.543865029039,01/09/2023,2023,Viernes,5:15,Noche,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,SEGOVIA,15
15S,446606,4485525,-3.63031108512343,40.5187339271094,02/09/2023,2023,Sábado,4:00,Noche,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,VEREDILLA,10
15S,446621,4488233,-3.63036257656136,40.5431297144412,02/09/2023,2023,Sábado,10:00,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,SAN VICENTE,8
15S,444736,4486332,-3.65245540628324,40.5258811922748,02/09/2023,2023,Sábado,12:30,Mañana,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,"FUENCARRAL, CTRA","14,500"
15S,446072,4488788,-3.63689280006304,40.5480938208993,02/09/2023,2023,Sábado,13:00,Mañana,Norte,,COLISION FRONTOLATERAL,"MADRID, AV, ALCO",1
15S,444738,4489104,-3.65267409482327,40.5508525452832,02/09/2023,2023,Sábado,20:15,Tarde,Norte,,COLISION FRONTOLATERAL,PALESTINA,8
15S,445487,4488848,-3.64380644790708,40.5485960335771,05/09/2023,2023,Lunes,10:20,Mañana,Norte,ISAAC ALBENIZ,CHOQUE MOBILIARIO URBANO SEÑAL,RUPERTO CHAPI,
15S,447586,4487134,-3.61887623679786,40.5332910529097,04/09/2023,2023,Lunes,13:10,Mañana,Urbanizaciones,,COLISION POR ALCANCE,TRANSICION ESPAÑOLA,32
15S,444523,4488466,-3.65515719241108,40.5450908417109,04/09/2023,2023,Lunes,19:00,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,CHOPERA,158
15S,444746,4487886,-3.65247312947824,40.5398808896629,05/09/2023,2023,Martes,9:55,Mañana,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,"VALDELAPARRA, AVDA.",60
15S,445967,4487653,-3.6380357571227,40.5378624504578,05/09/2023,2023,Martes,9:55,Mañana,Centro,,ATROPELLO ANIMAL,CHOPERA,7
15S,444903,4486341,-3.65048468292709,40.5259733833584,05/09/2023,2023,Martes,8:58,Mañana,Empresarial,"NACIONAL I, CTRA",COLISION FRONTOLATERAL,"CARREFOUR, CC",
15S,445715,4488420,-3.64107713000122,40.5447554179265,06/09/2023,2023,Miércoles,12:40,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CONSTITUCION,86
15S,445659,4487379,-3.64164893642674,40.5353740094347,05/09/2023,2023,Martes,14:50,Tarde,Empresarial,,COLISION FRONTOLATERAL,"VALDELAPARRA, AVDA.",1
15S,445634,4487835,-3.64198332511806,40.5394801987875,06/09/2023,2023,Miércoles,19:00,Tarde,Centro,,COLISION FRONTOLATERAL,PINTOR VELAZQUEZ,1
15S,444244,4486073,-3.65824084681651,40.5235150769442,07/09/2023,2023,Jueves,23:00,Noche,Empresarial,SAN RAFAEL,CHOQUE CON VEHICULO ESTACIONADO,"FUENCARRAL, CTRA",
15S,445821,4488309,-3.63981588515212,40.5437624253107,07/09/2023,2023,Jueves,13:40,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,PRIMERO DE MAYO,2
15S,446274,4487943,-3.63443547798366,40.5404948490845,08/09/2023,2023,Viernes,15:52,Tarde,Centro,TURCO,COLISION LATERAL,LIBERTAD,
15S,445698,4487322,-3.6411835637062,40.5348630868073,08/09/2023,2023,Viernes,15:34,Tarde,Empresarial,,COLISION POR ALCANCE,"VALDELAPARRA, AVDA.",1
15S,446256,4488610,-3.63470473797498,40.5465022846805,08/09/2023,2023,Viernes,18:45,Tarde,Centro,,COLISION FRONTOLATERAL,"ESPAÑA, AVDA",56
15S,445158,4488976,-3.64770285997493,40.5497273888567,08/09/2023,2023,Viernes,21:30,Tarde,Norte,MANUEL DE FALLA,COLISION FRONTOLATERAL,DOLORES IBARRURI,
15S,444376,4488945,-3.65693524701572,40.5493959871174,09/09/2023,2023,Sábado,13:35,Mañana,Norte,PABLO IGLESIAS,LESIONES PASAJERO,JOSE HIERRO,
15S,446169,4487018,-3.63559656934196,40.5321552554184,09/09/2023,2023,Sábado,19:29,Tarde,Urbanizaciones,"ERMITA, AVDA",COLISION FRONTOLATERAL,"BRUSELAS, AVDA",
15S,446101,4487588,-3.63644800173129,40.5372856304371,10/09/2023,2023,Domingo,18:30,Tarde,Centro,LIBERTAD,COLISION FRONTOLATERAL,MENINA,
15S,445166,4488303,-3.64754998750534,40.543665283864,10/09/2023,2023,Domingo,20:20,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,DR CASIMIRO MORCILLO,34
15S,444996,4487493,-3.64948696550248,40.5363572279954,10/09/2023,2023,Domingo,20:15,Tarde,Empresarial,,CHOQUE CON OBSTACULO,VALGRANDE,11
15S,443979,4489810,-3.66170033892261,40.5571614446873,11/09/2023,2023,Lunes,11:20,Mañana,Norte,EMBRUJO (DEL),CHOQUE CON MURO,ILUSION (DE LA),
15S,446221,4488308,-3.63509235805671,40.5437794775104,11/09/2023,2023,Lunes,16:21,Tarde,Centro,FUEGO,COLISION POR ALCANCE,SEGOVIA,
15S,445908,4488637,-3.63881661009219,40.5467228618982,11/09/2023,2023,Lunes,15:30,Tarde,Centro,,CHOQUE PERDIDA FRENO DE MANO,MIRAFLORES,16
15S,444752,4486797,-3.65230713340986,40.5300711615447,11/09/2023,2023,Lunes,17:10,Tarde,Empresarial,,CHOQUE CON MURO,CALABOZOS,5
15S,445523,4488412,-3.64334372332604,40.5446707481894,12/09/2023,2023,Martes,15:15,Tarde,Centro,,COLISION LATERAL,"ESPAÑA, AVDA",14
15S,444951,4489364,-3.650181258254,40.5532089019693,12/09/2023,2023,Martes,17:02,Tarde,Norte,,CAIDA VMP,MIGUEL DE CERVANTES,17
15S,443913,4488722,-3.66238326964575,40.5473559067306,12/09/2023,2023,Martes,17:20,Tarde,Norte,,CAIDA MOTORISTA,"VALDELAPARRA, AVDA.",124
15S,446765,4486822,-3.62854334922954,40.5304280969653,13/09/2023,2023,Miércoles,8:15,Mañana,Urbanizaciones,"BRUSELAS, AVDA",COLISION TRASERO LATERAL,CAMINO ANCHO,
15S,445526,4488544,-3.64331967456359,40.5458600518964,13/09/2023,2023,Miércoles,14:40,Tarde,Norte,,COLISION LATERAL,CONSTITUCION,105
15S,445906,4486920,-3.63869331341811,40.5312553084714,13/09/2023,2023,Miércoles,17:24,Tarde,Urbanizaciones,,COLISION FRONTOLATERAL,"BRUSELAS, AVDA",21
15S,446149,4488035,-3.6359193195273,40.5413155078095,14/09/2023,2023,Jueves,14:10,Mañana,Centro,RAMON FDEZ GUISASOLA,CHOQUE MOBILIARIO URBANO SEÑAL,PABLO PICASSO,
15S,445968,4487551,-3.63801523263488,40.5369436584714,21/09/2023,2023,Jueves,19:00,Tarde,Centro,,COLISION LATERAL,MENINA,1
15S,444270,4489780,-3.65826071841772,40.5569108289683,15/09/2023,2023,Viernes,13:20,Mañana,Norte,,CHOQUE PERDIDA FRENO DE MANO,ALEGRIA (DE LA),5
15S,444454,4487959,-3.65592744484672,40.5405189781468,15/09/2023,2023,Viernes,19:30,Tarde,Norte,,VUELCO,GABRIEL GARCIA MARQUEZ,24
15S,444455,4487886,-3.65590922269485,40.5398614343454,15/09/2023,2023,Viernes,19:45,Tarde,Norte,,COLISION FRONTOLATERAL,"VALDELAPARRA, AVDA.",36
15S,446104,4487574,-3.63641138590948,40.5371597078552,15/09/2023,2023,Viernes,20:10,Tarde,Centro,,CAIDA PASAJERO,MENINA,1
15S,445368,4485369,-3.64491122139062,40.5172479759434,16/09/2023,2023,Sábado,6:45,Mañana,Urbanizaciones,,CHOQUE CON MURO,CUESTA DE LA SIERRA,10
15S,446410,4486690,-3.63272339280414,40.5292161095434,16/09/2023,2023,Sábado,15:45,Tarde,Urbanizaciones,,COLISION FRONTOLATERAL,SALVIA,133
15S,445794,4487766,-3.64008815390837,40.5388691013122,16/09/2023,2023,Sábado,5:48,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,PINTOR MURILLO,9
15S,446776,4487905,-3.62850463976156,40.5401849262635,17/09/2023,2023,Domingo,2:20,Noche,Centro,"MOSCATELARES, GTA",COLISION LATERAL,SALVADOR ALLENDE,
15S,444922,4488649,-3.65046142890024,40.5467659951281,17/09/2023,2023,Domingo,14:25,Tarde,Norte,,COLISION POR ALCANCE,MANUEL DE FALLA,2
15S,445104,4489008,-3.64834335994383,40.5500120796381,18/09/2023,2023,Lunes,3:15,Noche,Norte,,CHOQUE CON MURO,DOLORES IBARRURI,2
15S,444510,4487842,-3.6552559273853,40.5394687510351,18/09/2023,2023,Lunes,8:30,Mañana,Empresarial,MONTE DE VALDELATAS,COLISION POR ALCANCE,"VALDELAPARRA, AVDA.",
15S,444954,4489005,-3.65011454942446,40.5499751000587,19/09/2023,2023,Martes,10:03,Mañana,Norte,DOLORES IBARRURI,COLISION FRONTOLATERAL,MIGUEL DE CERVANTES,
15S,444280,4488477,-3.65802769817193,40.5451736260969,19/09/2023,2023,Martes,10:50,Mañana,Norte,,COLISION TRASERO LATERAL,CHOPERA,190
15S,445968,4487554,-3.63801548900921,40.536970683685,19/09/2023,2023,Martes,8:15,Mañana,Centro,,COLISION FRONTOLATERAL,MENINA,1
15S,445704,4488120,-3.64118125543404,40.5420521804467,19/09/2023,2023,Martes,22:20,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,QUEVEDO,20
15S,444810,4488178,-3.65174291864841,40.542515599867,19/09/2023,2023,Martes,10:00,Mañana,Norte,RAMON Y CAJAL,COLISION LATERAL,DR SEVERO OCHOA,
15S,444840,4488613,-3.65142663273709,40.5464362381469,20/09/2023,2023,Miércoles,11:49,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,MARQUES DE LA VALDAVIA,130
15S,446039,4487578,-3.63717921119136,40.537191511575,20/09/2023,2023,Miércoles,8:30,Mañana,Centro,,COLISION LATERAL,MENINA,1
15S,445605,4488730,-3.64240277660714,40.5475408016461,20/09/2023,2023,Miércoles,20:29,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,BLAS DE OTERO,8
15S,446844,4487421,-3.6276610026942,40.5358292155656,21/09/2023,2023,Jueves,12:56,Mañana,Urbanizaciones,ANABEL SEGURA,ATROPELLO PEATON,"VEGA, AVENIDA",
15S,445717,4488096,-3.64102568657385,40.5418368308423,21/09/2023,2023,Jueves,16:20,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CADIZ,32
15S,444434,4485547,-3.65595170556224,40.5187894154008,21/09/2023,2023,Jueves,18:35,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,EUROPA,13
15S,446640,4488367,-3.63014952772176,40.5443380649396,21/09/2023,2023,Jueves,17:45,Tarde,Centro,,CAIDA MOTORISTA,"ESPAÑA, AVDA",54
15S,446089,4486946,-3.63653495712915,40.5315014499587,22/09/2023,2023,Viernes,8:34,Mañana,Urbanizaciones,,ATROPELLO PEATON,"BRUSELAS, AVDA",19
15S,446691,4488343,-3.62954525863565,40.5441251462705,23/09/2023,2023,Sábado,10:25,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,HENRY DUNANT,
15S,445773,4488426,-3.64039273614844,40.5448132665631,22/09/2023,2023,Viernes,17:00,Tarde,Norte,,CHOQUE MOBILIARIO URBANO SEÑAL,SIL,1
15S,445662,4487492,-3.64162322599618,40.5363921553203,24/09/2023,2023,Domingo,5:22,Noche,Empresarial,,CHOQUE MOBILIARIO URBANO SEÑAL,"VALDELAPARRA, AVDA.",1
15S,446060,4486728,-3.63685875208517,40.529535728432,24/09/2023,2023,Domingo,21:10,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,NARDO,14
15S,445432,4488307,-3.64440925389277,40.5437188794218,24/09/2023,2023,Domingo,21:20,Tarde,Centro,,COLISION FRONTOLATERAL,CHOPERA,71
15S,445507,4488638,-3.64355215013715,40.5467055900947,25/09/2023,2023,Lunes,9:40,Mañana,Norte,,COLISION TRASERO LATERAL,ROSALIA DE CASTRO,3
15S,445723,4486060,-3.64078009300398,40.5234961088566,25/09/2023,2023,Lunes,11:50,Mañana,Urbanizaciones,,COLISION POR ALCANCE,BEGONIA,92
15S,446097,4487594,-3.63649574313591,40.5373394207067,25/09/2023,2023,Lunes,9:15,Mañana,Centro,,COLISION POR ALCANCE,MENINA,1
15S,446100,4487378,-3.63644190739022,40.535393799669,25/09/2023,2023,Lunes,19:00,Tarde,Urbanizaciones,"ERMITA, AVDA",COLISION LATERAL,OLIMPICA,
15S,445663,4487396,-3.64160316882331,40.5355274145109,26/09/2023,2023,Martes,12:15,Mañana,Empresarial,,COLISION LATERAL,"VALDELAPARRA, AVDA.",1
15S,445408,4488664,-3.644723497444,40.546933289906,26/09/2023,2023,Martes,13:50,Mañana,Norte,CONSTITUCION,CHOQUE CON VEHICULO ESTACIONADO,MIGUEL HERNANDEZ,
15S,444889,4488606,-3.65084737929528,40.5463764407003,26/09/2023,2023,Martes,20:15,Tarde,Norte,MARQUES DE LA VALDAVIA,COLISION LATERAL,MANUEL DE FALLA,
15S,446070,4488800,-3.63691744292858,40.5482017913645,26/09/2023,2023,Martes,23:45,Noche,Norte,"MADRID, AV, ALCO",COLISION FRONTOLATERAL,"ESPAÑA, AVDA",
15S,444345,4488456,-3.65725827664648,40.5449888196821,27/09/2023,2023,Miércoles,15:05,Tarde,Norte,CAMILO JOSE CELA,COLISION FRONTOLATERAL,CHOPERA,
15S,446461,4486224,-3.63208184301603,40.5250214765835,27/09/2023,2023,Miércoles,15:00,Tarde,Urbanizaciones,VEREDILLA,COLISION TRASERO LATERAL,"ALCOBENDAS, PS",
15S,443861,4487347,-3.6628752341588,40.5349658986106,28/09/2023,2023,Jueves,16:50,Tarde,Empresarial,,CHOQUE PERDIDA FRENO DE MANO,MALICIOSA,5
15S,444400,4486751,-3.65645885721484,40.5296332400561,29/09/2023,2023,Viernes,15:45,Tarde,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,SAN JOSE ARTESANO,8
15S,443958,4489685,-3.66193727726546,40.5560339824393,29/09/2023,2023,Viernes,16:05,Tarde,Norte,,COLISION POR ALCANCE,ILUSION (DE LA),20
15S,445868,4486910,-3.63914110083187,40.5311627435442,29/09/2023,2023,Viernes,15:44,Tarde,Urbanizaciones,,COLISION FRONTOLATERAL,"BRUSELAS, AVDA",21
15S,444922,4488716,-3.6504672683914,40.5473695556933,30/09/2023,2023,Sábado,5:40,Noche,Norte,,CHOQUE CON ARBOL,MANUEL DE FALLA,3
15S,445688,4488591,-3.64141066211706,40.5462940822257,30/09/2023,2023,Sábado,22:40,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,OLMO,
15S,444976,4487997,-3.64976697626711,40.5408961244202,01/10/2023,2023,Domingo,12:21,Mañana,Norte,,COLISION POR ALCANCE,RAMON Y CAJAL,1
15S,445788,4486819,-3.6400778114928,40.5303377497411,01/10/2023,2023,Domingo,15:30,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,"BRUSELAS, AVDA",21
15S,444579,4486629,-3.65433487893579,40.5285462037756,01/10/2023,2023,Domingo,16:00,Tarde,Empresarial,,CHOQUE MOBILIARIO URBANO SEÑAL,SEPULVEDA,19
15S,444382,4488688,-3.65684176956657,40.5470812431911,02/10/2023,2023,Lunes,16:30,Tarde,Norte,,CHOQUE MOBILIARIO URBANO SEÑAL,CAMILO JOSE CELA,1
15S,446002,4487933,-3.63764640812495,40.5403870843308,01/10/2023,2023,Domingo,20:46,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,NAVARRA,12
15S,446098,4487402,-3.63646756757253,40.5356098714207,02/10/2023,2023,Lunes,17:19,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,OLIMPICA,9
15S,444997,4489107,-3.64961561317949,40.5508968094695,02/10/2023,2023,Lunes,19:19,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,MIGUEL DE CERVANTES,1
15S,445265,4488862,-3.64642935465208,40.5487075118522,02/10/2023,2023,Lunes,21:30,Tarde,Norte,,CAIDA VMP,CONSTITUCION,114
15S,444623,4487816,-3.6539193674154,40.5392420926946,03/10/2023,2023,Martes,20:00,Tarde,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,VALGRANDE,25
15S,446700,4487725,-3.62938687135692,40.5385585262947,03/10/2023,2023,Martes,18:15,Tarde,Urbanizaciones,,CHOQUE PERDIDA FRENO DE MANO,OLIMPICA,4
15S,446317,4488178,-3.63394768995381,40.5426146110797,03/10/2023,2023,Martes,19:40,Tarde,Centro,,CHOQUE CON MURO,TOMAS RODRIGUEZ PUERTAS,15
15S,444014,4488146,-3.6611395188362,40.5421739285559,04/10/2023,2023,Miércoles,7:45,Mañana,Norte,,COLISION POR ALCANCE,"VALDELAPARRA, AVDA.",90
15S,444628,4487217,-3.65380787079703,40.5338464089609,04/10/2023,2023,Miércoles,12:15,Mañana,Empresarial,INDUSTRIA,CHOQUE CON VEHICULO ESTACIONADO,EINSTEIN,
15S,445663,4487485,-3.64161081713173,40.5363291620937,04/10/2023,2023,Miércoles,20:45,Tarde,Empresarial,,CHOQUE MOBILIARIO URBANO SEÑAL,"VALDELAPARRA, AVDA.",4
15S,443990,4487194,-3.66133857908973,40.5335963465565,04/10/2023,2023,Miércoles,18:50,Tarde,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,PEDRIZA,
15S,443857,4487238,-3.66291278451286,40.5339837159914,04/10/2023,2023,Miércoles,19:00,Tarde,Empresarial,PEDRIZA,COLISION LATERAL,"PEÑALARA, AVDA",
15S,444757,4488112,-3.65236299301099,40.5419175153606,04/10/2023,2023,Miércoles,19:12,Tarde,Norte,,ATROPELLO PEATON,DR SEVERO OCHOA,34
15S,448442,4486222,-3.60869525632643,40.5251290221352,05/10/2023,2023,Jueves,13:15,Mañana,Urbanizaciones,"ALCOBENDAS, PS",COLISION POR ALCANCE,CONDE DE LOS GAITANES,
15S,447580,4487178,-3.61895072498185,40.5336870449393,05/10/2023,2023,Jueves,17:41,Tarde,Urbanizaciones,RAFAEL NADAL,COLISION LATERAL,TRANSICION ESPAÑOLA,
15S,446018,4487735,-3.63744057276513,40.5386044633383,05/10/2023,2023,Jueves,20:00,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,SEVILLA,9
15S,445427,4488295,-3.64446726067418,40.5436104495037,05/10/2023,2023,Jueves,20:51,Tarde,Centro,,COLISION FRONTOLATERAL,CHOPERA,51
15S,445650,4489319,-3.64192202477778,40.5528496892657,05/10/2023,2023,Jueves,19:15,Tarde,Norte,,COLISION POR ALCANCE,MANUEL DE FALLA,71
15S,444849,4485174,-3.65102046512824,40.5154569820895,06/10/2023,2023,Viernes,13:15,Mañana,Urbanizaciones,,CHOQUE CON MURO,"MORALEJA, PZA",1
15S,445913,4488623,-3.63875636627982,40.5465970709237,29/09/2023,2023,Viernes,13:25,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,MIRAFLORES,29
15S,445734,4487383,-3.64076374558498,40.5354149573298,06/10/2023,2023,Viernes,14:50,Tarde,Centro,,COLISION POR ALCANCE,CANTABRIA,
15S,446807,4486682,-3.62803571120456,40.5291696126555,06/10/2023,2023,Viernes,16:45,Tarde,Urbanizaciones,,COLISION TRASERO LATERAL,CAMINO ANCHO,83
