Zone,Easting,Northing,Longitud,Latitud,Fecha,Año,Día de la Semana,Hora,Turno,Distrito,Calle 2,Incidencia,Calle,Nº
15S,445578,4485189,-3.64241692,40.51564014,01/01/2020,2020,Miércoles,7:45,Tarde,Urbanizaciones,,SALIDA DE VIA,CONDE DE LOS GAITANES,48
15S,443972,4488432,-3.66166082,40.54474735,02/10/2020,2020,Viernes,16:25,Tarde,Norte,,ATROPELLO ANIMAL,"VALDELAPARRA, AVDA.",100
15S,446100,4487429,-3.63644626,40.5358531,16/08/2020,2020,Domingo,3:01,Noche,Urbanizaciones,,ATROPELLO CICLISTA,"ERMITA, AVDA",2
15S,445884,4488380,-3.63907803,40.54440601,04/01/2020,2020,Sábado,19:00,Tarde,Centro,,ATROPELLO PEATON,JARAMA,11
15S,445659,4489354,-3.64181875,40.55316545,06/01/2020,2020,Lunes,21:02,Tarde,Norte,MAESTRO BARBIERI,ATROPELLO PEATON,MANUEL DE FALLA,
15S,447457,4487282,-3.62041162,40.53461601,07/01/2020,2020,Martes,9:20,Mañana,Urbanizaciones,,ATROPELLO PEATON,TRANSICION ESPAÑOLA,
15S,447123,4487527,-3.62437565,40.53680183,07/01/2020,2020,Martes,21:26,Tarde,Urbanizaciones,,ATROPELLO PEATON,"VEGA, AVENIDA",1
15S,444695,4488792,-3.65315461,40.54803894,08/01/2020,2020,Miércoles,20:40,Tarde,Norte,,ATROPELLO PEATON,JOSE HIERRO,3
15S,445932,4488235,-3.63849881,40.54310293,13/01/2020,2020,Lunes,18:30,Tarde,Centro,,ATROPELLO PEATON,NEMESIO DE CASTRO,2
15S,444734,4488443,-3.65266353,40.54489763,16/01/2020,2020,Jueves,20:30,Tarde,Norte,,ATROPELLO PEATON,CHOPERA,121
15S,446123,4487660,-3.63619438,40.53793554,18/01/2020,2020,Sábado,11:55,Mañana,Centro,REAL VIEJA,ATROPELLO PEATON,LIBERTAD,
15S,446306,4484536,-3.63376846,40.50980508,20/01/2020,2020,Lunes,10:30,Mañana,Urbanizaciones,,ATROPELLO PEATON,"PARQUES, PASEO",35
15S,446656,4488227,-3.62994878,40.54307779,03/02/2020,2020,Lunes,21:50,Tarde,Centro,,ATROPELLO PEATON,"MARQUESA VDA ALDAMA, CALLE",62
15S,446192,4486959,-3.63532,40.53162513,11/02/2020,2020,Martes,8:15,Mañana,Urbanizaciones,,ATROPELLO PEATON,"BRUSELAS, AVDA",19
15S,446003,4488286,-3.63766476,40.54356699,17/02/2020,2020,Lunes,19:10,Tarde,Centro,,ATROPELLO PEATON,MIRAFLORES,7
15S,446333,4488001,-3.63374373,40.54102103,08/03/2020,2020,Domingo,5:31,Noche,Centro,,ATROPELLO PEATON,LIBERTAD,9
15S,445481,4488395,-3.64383823,40.54451472,09/05/2020,2020,Sábado,13:55,Mañana,Centro,,ATROPELLO PEATON,"ESPAÑA, AVDA",4
15S,445978,4488364,-3.63796664,40.54426801,26/05/2020,2020,Martes,20:20,Tarde,Centro,,ATROPELLO PEATON,MIRAFLORES,27
15S,445226,4486912,-3.64672097,40.53113846,31/05/2020,2020,Domingo,11:20,Mañana,Empresarial,,ATROPELLO PEATON,RIO NORTE,
15S,444615,4488460,-3.65407026,40.54504282,07/06/2020,2020,Domingo,22:20,Tarde,Norte,,ATROPELLO PEATON,CHOPERA,154
15S,445199,4486126,-3.64697165,40.52405607,18/06/2020,2020,Jueves,21:41,Tarde,Urbanizaciones,,ATROPELLO PEATON,AZALEA,74
15S,446453,4488379,-3.63235878,40.54443397,19/06/2020,2020,Viernes,19:40,Tarde,Centro,,ATROPELLO PEATON,BACHILLER ALONSO LOPEZ,1
15S,445951,4488442,-3.63829215,40.54496891,06/07/2020,2020,Lunes,20:03,Tarde,Centro,JARAMA,ATROPELLO PEATON,MIRAFLORES,
15S,446571,4488257,-3.63095504,40.54334257,29/07/2020,2020,Miércoles,13:10,Mañana,Centro,,ATROPELLO PEATON,RAMIRO GOMEZ GARIBAY,12
15S,446410,4488088,-3.63284188,40.54180975,18/08/2020,2020,Martes,16:26,Tarde,Centro,NTRA SRA DEL PILAR,ATROPELLO PEATON,PADILLA,
15S,446004,4488286,-3.63765295,40.54356705,02/09/2020,2020,Miércoles,11:15,Mañana,Centro,,ATROPELLO PEATON,MIRAFLORES,1
15S,449116,4485417,-3.60067368,40.5179187,15/09/2020,2020,Martes,3:32,Noche,Otros,PONY CLUB,ATROPELLO PEATON,ZORRERAS,
15S,446048,4488797,-3.637177,40.54817321,19/09/2020,2020,Sábado,13:00,Mañana,Centro,ZAPORRA,ATROPELLO PEATON,"ESPAÑA, AVDA",
15S,446194,4488398,-3.63541886,40.54458835,21/09/2020,2020,Lunes,17:45,Tarde,Centro,,ATROPELLO PEATON,FUEGO,45
15S,445093,4488802,-3.64845537,40.5481555,25/09/2020,2020,Viernes,13:30,Mañana,Norte,,ATROPELLO PEATON,OLIVAR,12
15S,444824,4488457,-3.65160196,40.54502974,05/10/2020,2020,Lunes,11:30,Mañana,Norte,,ATROPELLO PEATON,CHOPERA,124
15S,444720,4484926,-3.65252148,40.51321418,06/10/2020,2020,Martes,18:50,Tarde,Urbanizaciones,,ATROPELLO PEATON,"PARQUES, PASEO",5
15S,445559,4488487,-3.64292507,40.54534862,16/10/2020,2020,Viernes,19:30,Tarde,Centro,,ATROPELLO PEATON,"ESPAÑA, AVDA",18
15S,444728,4488631,-3.65275083,40.5465908,22/10/2020,2020,Jueves,20:40,Tarde,Norte,,ATROPELLO PEATON,MARQUES DE LA VALDAVIA,103
15S,444488,4488467,-3.65557059,40.54509738,26/10/2020,2020,Lunes,13:34,Mañana,Norte,,ATROPELLO PEATON,CHOPERA,156
15S,446277,4487954,-3.63440099,40.54059401,27/10/2020,2020,Martes,15:35,Tarde,Centro,,ATROPELLO PEATON,"MADRID, TRAVESÍA",1
15S,446652,4487881,-3.62996681,40.53996062,22/11/2020,2020,Domingo,23:50,Noche,Centro,,ATROPELLO PEATON,TRIANA,23
15S,444901,4486345,-3.65050865,40.52600916,07/12/2020,2020,Lunes,15:20,Tarde,Empresarial,"FUENCARRAL, CTRA",ATROPELLO PEATON,"CARREFOUR, CC",
15S,446042,4488878,-3.63725477,40.5489025,10/12/2020,2020,Jueves,15:18,Tarde,Norte,,ATROPELLO PEATON,"MADRID, AV, ALCO",12
15S,445208,4488406,-3.64706296,40.5445958,12/12/2020,2020,Sábado,20:00,Tarde,Norte,,ATROPELLO PEATON,CHOPERA,109
15S,446228,4488582,-3.63503302,40.54624811,16/12/2020,2020,Miércoles,17:20,Tarde,Centro,,ATROPELLO PEATON,"ESPAÑA, AVDA",54
15S,442543,4489417,-3.67862501,40.55352267,04/05/2020,2020,Lunes,21:00,Tarde,Otros,ENTRADA A EMPRESA MONTES,CAIDA CICLISTA,"GOLOSO, CTRA",
15S,445100,4488926,-3.64838348,40.549273,06/06/2020,2020,Sábado,20:08,Tarde,Norte,,CAIDA CICLISTA,MANUEL DE FALLA,36
15S,444609,4487229,-3.65403326,40.53395311,19/06/2020,2020,Viernes,20:45,Tarde,Empresarial,EINSTEIN,CAIDA CICLISTA,INDUSTRIA,
15S,444136,4489048,-3.65977865,40.55030757,08/07/2020,2020,Miércoles,9:00,Mañana,Norte,,CAIDA CICLISTA,FELICIDAD (DE LA),23
15S,444438,4489570,-3.65625803,40.55503024,10/08/2020,2020,Lunes,13:55,Mañana,Norte,GLORIA FUERTES,CAIDA CICLISTA,PABLO IGLESIAS,
15S,443700,4485993,-3.66465565,40.52275752,07/10/2020,2020,Miércoles,18:30,Tarde,Empresarial,"PEÑALARA, AVDA",CAIDA CICLISTA,MONTE DE VALDELATAS,
15S,446892,4486113,-3.62698443,40.52404913,11/10/2020,2020,Domingo,12:35,Mañana,Urbanizaciones,,CAIDA CICLISTA,CONDE DE LOS GAITANES,53
15S,446900,4487316,-3.62699099,40.53488679,25/11/2020,2020,Miércoles,9:05,Mañana,Urbanizaciones,,CAIDA CICLISTA,ANABEL SEGURA,16
15S,446155,4488618,-3.63589814,40.54656767,05/01/2020,2020,Domingo,17:32,Tarde,Centro,SARIÑENA,CAIDA MOTORISTA,FUEGO,
15S,444596,4489587,-3.65439345,40.55519397,23/01/2020,2020,Jueves,10:00,Mañana,Norte,,CAIDA MOTORISTA,GLORIA FUERTES,14
15S,446160,4487268,-3.63572412,40.53440665,11/02/2020,2020,Martes,9:45,Mañana,Urbanizaciones,"VEGA, AVENIDA",CAIDA MOTORISTA,"ERMITA, AVDA",
15S,447614,4484958,-3.61836548,40.51369029,11/02/2020,2020,Martes,11:00,Mañana,Urbanizaciones,,CAIDA MOTORISTA,CAMINO ANCHO,25
15S,445448,4488314,-3.64422093,40.54378287,14/02/2020,2020,Viernes,23:10,Noche,Centro,CHOPERA,CAIDA MOTORISTA,"ESPAÑA, AVDA",
15S,444699,4484759,-3.65275476,40.51170838,15/02/2020,2020,Sábado,0:15,Noche,Urbanizaciones,,CAIDA MOTORISTA,CAMINO DEL CURA,8
15S,444837,4487262,-3.65134418,40.5342656,20/02/2020,2020,Jueves,0:15,Noche,Empresarial,,CAIDA MOTORISTA,INDUSTRIA,32
15S,447002,4486183,-3.62569173,40.52468676,19/03/2020,2020,Jueves,17:45,Tarde,Urbanizaciones,,CAIDA MOTORISTA,CAMINO ANCHO,71
15S,446261,4486216,-3.63444223,40.52493634,15/04/2020,2020,Miércoles,17:13,Tarde,Urbanizaciones,AZALEA,CAIDA MOTORISTA,"ALCOBENDAS, PS",
15S,446728,4488332,-3.62910742,40.54402831,25/04/2020,2020,Sábado,21:00,Tarde,Centro,"MARQUESA VDA ALDAMA, CALLE",CAIDA MOTORISTA,"ESPAÑA, AVDA",
15S,444390,4489043,-3.65677854,40.55027962,26/04/2020,2020,Domingo,20:55,Tarde,Norte,PABLO IGLESIAS,CAIDA MOTORISTA,DOLORES IBARRURI,
15S,445885,4488753,-3.63909816,40.54776621,27/05/2020,2020,Miércoles,21:00,Tarde,Centro,"ESPAÑA, AVDA",CAIDA MOTORISTA,MIRAFLORES,
15S,443646,4485803,-3.66527619,40.52104226,29/05/2020,2020,Viernes,23:30,Noche,Otros,MADRID,CAIDA MOTORISTA,MONTE DE VALDELATAS,
15S,445641,4487532,-3.64187462,40.53675099,10/06/2020,2020,Miércoles,21:45,Tarde,Empresarial,,CAIDA MOTORISTA,"VALDELAPARRA, AVDA.",4
15S,445883,4486248,-3.63890737,40.52520002,15/06/2020,2020,Lunes,21:24,Tarde,Urbanizaciones,BEGONIA,CAIDA MOTORISTA,LAUREL,
15S,446543,4485951,-3.63109075,40.52256734,16/06/2020,2020,Martes,19:57,Tarde,Urbanizaciones,,CAIDA MOTORISTA,VEREDILLA,39
15S,446031,4487371,-3.63725601,40.53532612,19/06/2020,2020,Viernes,22:00,Noche,Urbanizaciones,,CAIDA MOTORISTA,OLIMPICA,26
15S,444153,4487787,-3.65946646,40.53894918,19/06/2020,2020,Viernes,7:05,Mañana,Empresarial,,CAIDA MOTORISTA,MALICIOSA,
15S,444414,4489546,-3.65653937,40.55481243,26/06/2020,2020,Viernes,8:29,Mañana,Norte,SUERTE,CAIDA MOTORISTA,PABLO IGLESIAS,
15S,444963,4487905,-3.64991248,40.54006636,30/06/2020,2020,Martes,15:09,Tarde,Norte,HUELVA,CAIDA MOTORISTA,"VALDELAPARRA, AVDA.",
15S,446227,4487618,-3.63496282,40.53756394,15/07/2020,2020,Miércoles,14:02,Mañana,Centro,,CAIDA MOTORISTA,SALVADOR ALLENDE,8
15S,445988,4487592,-3.63778259,40.53731418,28/08/2020,2020,Viernes,12:45,Mañana,Centro,,CAIDA MOTORISTA,MENINA,
15S,446252,4486199,-3.63454704,40.52478262,15/09/2020,2020,Martes,7:45,Mañana,Urbanizaciones,"ALCOBENDAS, PS",CAIDA MOTORISTA,CAMINO NUEVO,
15S,444526,4487894,-3.65507157,40.53993813,16/09/2020,2020,Miércoles,15:00,Mañana,Empresarial,DR SEVERO OCHOA,CAIDA MOTORISTA,"VALDELAPARRA, AVDA.",
15S,446113,4486938,-3.63625093,40.53143082,05/10/2020,2020,Lunes,21:20,Tarde,Urbanizaciones,,CAIDA MOTORISTA,"BRUSELAS, AVDA",19
15S,445978,4488790,-3.63800306,40.54810559,11/10/2020,2020,Domingo,16:15,Tarde,Centro,,CAIDA MOTORISTA,"ESPAÑA, AVDA",21
15S,444367,4488696,-3.65701962,40.54715218,14/10/2020,2020,Miércoles,21:20,Tarde,Norte,CAMILO JOSE CELA,CAIDA MOTORISTA,MARQUES DE LA VALDAVIA,
15S,444061,4486624,-3.66044989,40.52846624,20/10/2020,2020,Martes,14:59,Tarde,Empresarial,,CAIDA MOTORISTA,MONTE DE VALDELATAS,5
15S,444721,4489423,-3.65290278,40.55372495,03/11/2020,2020,Martes,13:50,Mañana,Norte,,CAIDA MOTORISTA,FCO LARGO CABALLERO,40
15S,445338,4486144,-3.64533229,40.5242274,05/11/2020,2020,Jueves,10:20,Mañana,Urbanizaciones,IRIS,CAIDA MOTORISTA,JAZMIN,
15S,445486,4486532,-3.64361856,40.5277324,07/11/2020,2020,Sábado,10:40,Mañana,Urbanizaciones,,CAIDA MOTORISTA,CALENDULA,180
15S,445962,4487717,-3.63810027,40.53843854,25/11/2020,2020,Miércoles,23:35,Noche,Centro,,CAIDA MOTORISTA,CHOPERA,18
15S,446157,4487286,-3.63576107,40.5345686,26/11/2020,2020,Jueves,21:00,Tarde,Urbanizaciones,,CAIDA MOTORISTA,"ERMITA, AVDA",6
15S,445472,4488280,-3.64393459,40.54347816,27/11/2020,2020,Viernes,21:10,Tarde,Norte,,CAIDA MOTORISTA,CHOPERA,100
15S,444940,4486333,-3.65004719,40.52590365,27/11/2020,2020,Viernes,15:00,Tarde,Empresarial,ACCESO CARREFOUR,CAIDA MOTORISTA,"NACIONAL I, CTRA",
15S,446070,4487565,-3.63681208,40.53707629,05/12/2020,2020,Sábado,0:05,Noche,Centro,,CAIDA MOTORISTA,MENINA,
15S,445977,4486940,-3.63785677,40.53143998,06/12/2020,2020,Domingo,19:40,Tarde,Urbanizaciones,,CAIDA MOTORISTA,"BRUSELAS, AVDA",20
15S,445529,4485971,-3.64306261,40.52268151,14/12/2020,2020,Lunes,13:50,Mañana,Urbanizaciones,BEGONIA,CAIDA MOTORISTA,JAZMIN,
15S,445993,4487612,-3.63772526,40.53749467,14/12/2020,2020,Lunes,16:04,Tarde,Centro,,CAIDA MOTORISTA,CHOPERA,1
15S,446247,4486207,-3.63460674,40.52485436,16/12/2020,2020,Miércoles,19:05,Tarde,Urbanizaciones,CAMINO NUEVO,CAIDA MOTORISTA,DALIA,
15S,446248,4486216,-3.6345957,40.5249355,19/12/2020,2020,Sábado,11:50,Mañana,Urbanizaciones,DALIA,CAIDA MOTORISTA,AZALEA,
15S,444929,4488612,-3.65037555,40.54643302,30/12/2020,2020,Miércoles,20:40,Tarde,Norte,MANUEL DE FALLA,CAIDA MOTORISTA,MARQUES DE LA VALDAVIA,
15S,445736,4488301,-3.64081893,40.54368467,13/01/2020,2020,Lunes,19:20,Tarde,Centro,ZARAGOZA,CAIDA PASAJERO,MARQUES DE LA VALDAVIA,
15S,446213,4487436,-3.63511264,40.5359235,20/01/2020,2020,Lunes,19:50,Tarde,Urbanizaciones,,CAIDA PASAJERO,OLIMPICA,20
15S,444188,4486525,-3.65894181,40.52758297,31/01/2020,2020,Viernes,15:25,Tarde,Empresarial,,CAIDA PASAJERO,GRANJA,9
15S,445545,4488466,-3.64308859,40.54515852,10/02/2020,2020,Lunes,7:45,Mañana,Centro,,CAIDA PASAJERO,"ESPAÑA, AVDA",16
15S,446244,4488602,-3.63484577,40.54642931,22/02/2020,2020,Sábado,20:15,Tarde,Centro,JARAMA,CAIDA PASAJERO,"ESPAÑA, AVDA",
15S,445709,4488836,-3.64118373,40.54850239,20/07/2020,2020,Lunes,19:55,Tarde,Norte,,CAIDA PASAJERO,RUPERTO CHAPI,43
15S,446415,4488031,-3.63277801,40.54129659,21/09/2020,2020,Lunes,10:15,Mañana,Centro,,CAIDA PASAJERO,FELIPE ALVAREZ GADEA,
15S,444457,4489438,-3.65602202,40.55384241,27/11/2020,2020,Viernes,13:50,Mañana,Norte,,CAIDA PASAJERO,FCO LARGO CABALLERO,58
15S,444964,4487543,-3.64986916,40.5368054,11/04/2020,2020,Sábado,8:30,Mañana,Empresarial,,CHOQUE CON ARBOL,VALGRANDE,17
15S,445607,4488736,-3.64237968,40.54759486,28/05/2020,2020,Jueves,13:00,Mañana,Norte,,CHOQUE CON ARBOL,BLAS DE OTERO,4
15S,446219,4486686,-3.63497802,40.52916758,17/06/2020,2020,Miércoles,10:30,Mañana,Urbanizaciones,TOMILLO,CHOQUE CON ARBOL,PETUNIA,
15S,445025,4485604,-3.64898039,40.51934216,23/06/2020,2020,Martes,0:40,Noche,Urbanizaciones,,CHOQUE CON ARBOL,BEGONIA,19
15S,446695,4484428,-3.62916814,40.50885725,20/07/2020,2020,Lunes,9:00,Mañana,Urbanizaciones,,CHOQUE CON ARBOL,CAMINO ALTO,28
15S,447426,4484921,-3.62058144,40.51334508,04/09/2020,2020,Viernes,12:30,Mañana,Urbanizaciones,,CHOQUE CON ARBOL,CAMINO DE LA HUERTA,
15S,447403,4484914,-3.62085234,40.51328056,09/10/2020,2020,Viernes,20:40,Tarde,Urbanizaciones,,CHOQUE CON ARBOL,CAMINO DE LA HUERTA,62
15S,446362,4484518,-3.63310599,40.50964655,17/10/2020,2020,Sábado,2:51,Noche,Urbanizaciones,,CHOQUE CON ARBOL,CAMINO VIEJO,4
15S,445533,4487670,-3.64316171,40.53798706,15/01/2020,2020,Miércoles,10:00,Mañana,Empresarial,,CHOQUE CON MURO,"VALDELAPARRA, AVDA.",3
15S,446405,4487767,-3.63287371,40.53891773,06/02/2020,2020,Jueves,13:03,Mañana,Centro,,CHOQUE CON MURO,SORIA,36
15S,448135,4485156,-3.61223214,40.51550671,08/02/2020,2020,Sábado,16:45,Tarde,Urbanizaciones,CAMINO VIEJO,CHOQUE CON MURO,CAMINO ALTO,
15S,448525,4484546,-3.6075791,40.51003583,15/02/2020,2020,Sábado,21:00,Tarde,Urbanizaciones,,CHOQUE CON MURO,CAMINO ANCHO,2
15S,443960,4488724,-3.66182842,40.54737698,07/04/2020,2020,Martes,12:00,Mañana,Norte,,CHOQUE CON MURO,"VALDELAPARRA, AVDA.",124
15S,446509,4487819,-3.6316501,40.53939288,17/06/2020,2020,Miércoles,10:00,Mañana,Centro,PAZ,CHOQUE CON MURO,CÁCERES,
15S,446627,4488070,-3.63027797,40.5416616,06/07/2020,2020,Lunes,11:45,Mañana,Centro,,CHOQUE CON MURO,SALAMANCA,13
15S,445825,4485763,-3.63955056,40.52082715,26/09/2020,2020,Sábado,3:13,Noche,Urbanizaciones,JAZMIN,CHOQUE CON MURO,CAMINO NUEVO,
15S,449145,4486178,-3.60039252,40.52477594,25/10/2020,2020,Domingo,11:55,Mañana,Urbanizaciones,,CHOQUE CON MURO,CONDE DE LOS GAITANES,177
15S,447524,4484960,-3.61942795,40.51370262,05/12/2020,2020,Sábado,14:05,Tarde,Urbanizaciones,,CHOQUE CON MURO,CAMINO ANCHO,49
15S,446670,4486330,-3.62962347,40.52598972,15/02/2020,2020,Sábado,21:12,Tarde,Urbanizaciones,,CHOQUE CON OBSTACULO,"ALCOBENDAS, PS",5
15S,445937,4484490,-3.63811971,40.50936672,06/06/2020,2020,Sábado,11:48,Mañana,Urbanizaciones,,CHOQUE CON OBSTACULO,"PARQUES, PASEO",31
15S,444857,4486287,-3.65102303,40.52548375,21/06/2020,2020,Domingo,18:30,Tarde,Empresarial,"FUENCARRAL, CTRA",CHOQUE CON OBSTACULO,"CARREFOUR, CC",
15S,447399,4485360,-3.62093661,40.51729809,30/07/2020,2020,Jueves,11:15,Mañana,Urbanizaciones,,CHOQUE CON OBSTACULO,"MARQUESA VDA ALDAMA, PSO",25
15S,442283,4489376,-3.68169192,40.55313525,31/07/2020,2020,Viernes,17:55,Tarde,Otros,,CHOQUE CON OBSTACULO,"GOLOSO, CTRA",
15S,445447,4488118,-3.64421582,40.54201716,27/08/2020,2020,Jueves,19:10,Tarde,Centro,,CHOQUE CON OBSTACULO,DR CASIMIRO MORCILLO,
15S,444359,4488203,-3.65707069,40.54271052,06/09/2020,2020,Domingo,11:15,Mañana,Norte,CAMILO JOSE CELA,CHOQUE CON OBSTACULO,"GALICIA, PQ",
15S,445055,4487366,-3.64877931,40.53521695,18/09/2020,2020,Viernes,12:50,Mañana,Empresarial,,CHOQUE CON OBSTACULO,INDUSTRIA,30
15S,446828,4486500,-3.62777249,40.5275313,17/10/2020,2020,Sábado,11:45,Mañana,Urbanizaciones,,CHOQUE CON OBSTACULO,CAMINO ANCHO,87
15S,443808,4488769,-3.66362742,40.54777206,27/12/2020,2020,Domingo,16:41,Tarde,Otros,,CHOQUE CON OBSTACULO,CARRILES,
15S,446132,4486541,-3.63599279,40.52785571,15/12/2019,2020,Domingo,13:00,Mañana,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,TOMILLO,34
15S,446339,4488322,-3.63370014,40.54391312,03/01/2020,2020,Viernes,19:01,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,SEGOVIA,22
15S,445084,4488610,-3.64854497,40.5464253,08/01/2020,2020,Miércoles,9:30,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,MARQUES DE LA VALDAVIA,106
15S,445772,4488712,-3.64042909,40.54738947,12/01/2020,2020,Domingo,5:52,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,"ESPAÑA, AVDA",40
15S,444835,4486370,-3.65128999,40.52622998,14/01/2020,2020,Martes,10:30,Mañana,Empresarial,"NACIONAL I, CTRA",CHOQUE CON VEHICULO ESTACIONADO,"CARREFOUR, CC",
15S,444893,4486429,-3.65061041,40.52676533,17/01/2020,2020,Viernes,21:45,Tarde,Empresarial,"NACIONAL I, CTRA",CHOQUE CON VEHICULO ESTACIONADO,"CARREFOUR, CC",
15S,445625,4488424,-3.64214027,40.54478542,19/01/2020,2020,Domingo,12:50,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,MANUEL SERRANO FRUTOS,7
15S,444513,4488139,-3.65524658,40.54214431,19/01/2020,2020,Domingo,0:25,Noche,Norte,,CHOQUE CON VEHICULO ESTACIONADO,JOSE ECHEGARAY,16
15S,445354,4486157,-3.64514453,40.52434556,23/01/2020,2020,Jueves,22:35,Tarde,Urbanizaciones,JAZMIN,CHOQUE CON VEHICULO ESTACIONADO,IRIS,
15S,444639,4486214,-3.65359021,40.5248116,25/01/2020,2020,Sábado,0:45,Noche,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,FCO CHICO MENDES,1
15S,446566,4488195,-3.63100884,40.54278372,27/01/2020,2020,Lunes,19:20,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,SANTIAGO APOSTOL,6
15S,445305,4484368,-3.64556839,40.50822626,28/01/2020,2020,Martes,15:30,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,CAMINO DEL CURA,10
15S,445308,4488844,-3.64592,40.54854807,28/01/2020,2020,Martes,22:15,Noche,Norte,,CHOQUE CON VEHICULO ESTACIONADO,MAESTRO VIVES,1
15S,445435,4485876,-3.64416408,40.52181953,31/01/2020,2020,Viernes,23:30,Noche,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,BEGONIA,135
15S,445894,4488486,-3.63896902,40.54536155,31/01/2020,2020,Viernes,13:15,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,TAJO,11
15S,444337,4489387,-3.65743477,40.55337493,01/02/2020,2020,Sábado,16:40,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,MAGIA (DE LA),11
15S,445955,4488224,-3.63822627,40.54300534,01/02/2020,2020,Sábado,12:05,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,PABLO PICASSO,75
15S,446188,4488131,-3.63546698,40.54218272,01/02/2020,2020,Sábado,14:20,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CONSTITUCION,25
15S,446796,4486445,-3.62814565,40.52703378,02/02/2020,2020,Domingo,12:50,Mañana,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,"ALCOBENDAS, PS",9
15S,445929,4487819,-3.63849865,40.53935524,02/02/2020,2020,Domingo,21:00,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CHOPERA,38
15S,445300,4487507,-3.64589877,40.53650334,04/02/2020,2020,Martes,18:30,Tarde,Empresarial,SANTA BASILIA,CHOQUE CON VEHICULO ESTACIONADO,SAN JULIAN,
15S,444682,4488695,-3.65329964,40.54716426,05/02/2020,2020,Miércoles,15:45,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,MARQUES DE LA VALDAVIA,120
15S,445559,4489291,-3.64299434,40.55259135,07/02/2020,2020,Viernes,15:30,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,MANUEL DE FALLA,52
15S,446085,4487976,-3.63667002,40.54077972,07/02/2020,2020,Viernes,9:05,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,MARQUES DE LA VALDAVIA,19
15S,445379,4486549,-3.64488325,40.5278785,10/02/2020,2020,Lunes,4:42,Noche,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,CALENDULA,9
15S,446342,4488264,-3.63365979,40.54339083,11/02/2020,2020,Martes,4:40,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,VALLADOLID,22
15S,445980,4488848,-3.6379844,40.5486282,12/02/2020,2020,Miércoles,12:30,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,ZAPORRA,139
15S,444188,4485918,-3.65888826,40.52211488,12/02/2020,2020,Miércoles,16:35,Tarde,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,"FUENCARRAL, CTRA",55
15S,445534,4488166,-3.64319263,40.54245528,15/02/2020,2020,Sábado,12:00,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CHOPERA,51
15S,446000,4488774,-3.63774188,40.54796289,16/02/2020,2020,Domingo,1:50,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,"ESPAÑA, AVDA",50
15S,446144,4487318,-3.63591729,40.53485603,17/02/2020,2020,Lunes,8:00,Mañana,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,"ERMITA, AVDA",4
15S,446050,4487997,-3.63708509,40.54096662,21/02/2020,2020,Viernes,2:43,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,MARQUES DE LA VALDAVIA,21
15S,444475,4489296,-3.65579695,40.55256443,21/02/2020,2020,Viernes,16:20,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,CARLOS MUÑOZ RUIZ,7
15S,444821,4486360,-3.65145439,40.52613896,23/02/2020,2020,Domingo,12:00,Mañana,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,"CARREFOUR, CC",
15S,445509,4488225,-3.64349293,40.54298513,23/02/2020,2020,Domingo,8:00,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CHOPERA,59
15S,445201,4488488,-3.64715273,40.54533402,24/02/2020,2020,Lunes,14:15,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,JACINTO BENAVENTE,3
15S,443963,4488755,-3.66179574,40.54765644,24/02/2020,2020,Lunes,22:10,Tarde,Norte,BASE NORTE,CHOQUE CON VEHICULO ESTACIONADO,"VALDELAPARRA, AVDA.",124
15S,446120,4488305,-3.63628478,40.54374576,02/03/2020,2020,Lunes,16:30,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CONCILIO,8
