fecha;provincia;dosis_administradas;personas_vacunadas_ciclo_completo;personas_vacunadas_1a_dosis;porcentaje_residentes_1a_dosis;porcentaje_residentes_2a_dosis;personas_vacunadas_3a_dosis;porcentaje_residentes_3a_dosis
2020-11-07;Ávila;0;0;0;;;;
2020-11-07;Palencia;0;0;0;;;;
2020-11-07;Salamanca;0;0;0;;;;
2020-11-07;Valladolid;0;0;0;;;;
2020-11-13;Salamanca;0;0;0;;;;
2020-11-19;Burgos;0;0;0;;;;
2020-11-19;León;0;0;0;;;;
2020-11-19;Salamanca;0;0;0;;;;
2020-11-19;Segovia;0;0;0;;;;
2020-11-19;Zamora;0;0;0;;;;
2020-11-20;Ávila;0;0;0;;;;
2020-11-20;Salamanca;0;0;0;;;;
2020-11-20;Soria;0;0;0;;;;
2020-11-21;Ávila;0;0;0;;;;
2020-11-21;León;0;0;0;;;;
2020-11-21;Segovia;0;0;0;;;;
2020-11-21;Zamora;0;0;0;;;;
2020-11-21;TotalCyL;1;0;1;;;;
2020-11-23;Segovia;0;0;0;;;;
2020-11-24;Burgos;0;0;0;;;;
2020-11-24;Palencia;0;0;0;;;;
2020-11-24;Segovia;0;0;0;;;;
2020-11-24;Zamora;0;0;0;;;;
2020-11-28;Burgos;0;0;0;;;;
2020-11-28;León;0;0;0;;;;
2020-11-28;Palencia;0;0;0;;;;
2020-11-28;Valladolid;0;0;0;;;;
2020-12-01;Palencia;0;0;0;;;;
2020-12-01;Salamanca;0;0;0;;;;
2020-12-01;Zamora;0;0;0;;;;
2020-12-01;TotalCyL;1;1;1;;;;
2020-12-03;Ávila;0;0;0;;;;
2020-12-03;Palencia;0;0;0;;;;
2020-12-03;Salamanca;0;0;0;;;;
2020-12-03;Soria;0;0;0;;;;
2020-12-03;TotalCyL;3;2;1;;;;
2020-12-04;Burgos;0;0;0;;;;
2020-12-04;Segovia;0;0;0;;;;
2020-12-04;Valladolid;0;0;0;;;;
2020-12-04;TotalCyL;5;1;4;;;;
2020-12-10;Zamora;0;0;0;;;;
2020-12-11;Palencia;0;0;0;;;;
2020-12-11;Salamanca;0;0;0;;;;
2020-12-11;Soria;0;0;0;;;;
2020-12-13;Ávila;0;0;0;;;;
2020-12-13;Zamora;0;0;0;;;;
2020-12-13;TotalCyL;1;0;1;;;;
2020-12-14;Ávila;0;0;0;;;;
2020-12-14;Burgos;0;0;0;;;;
2020-12-14;León;0;0;0;;;;
2020-12-14;Salamanca;0;0;0;;;;
2020-12-15;Burgos;0;0;0;;;;
2020-12-15;Valladolid;0;0;0;;;;
2020-12-15;Zamora;0;0;0;;;;
2020-12-15;TotalCyL;2;0;1;;;;
2020-12-21;Ávila;0;0;0;;;;
2020-12-21;Soria;0;0;0;;;;
2020-12-21;Zamora;0;0;0;;;;
2020-12-22;León;0;0;0;;;;
2020-12-22;Valladolid;0;0;0;;;;
2020-12-22;Zamora;0;0;0;;;;
2020-12-24;Ávila;0;0;0;;;;
2020-12-24;Burgos;0;0;0;;;;
2020-12-24;Palencia;0;0;0;;;;
2020-12-24;Zamora;0;0;0;;;;
2020-12-26;Burgos;0;0;0;;;;
2020-12-26;Segovia;0;0;0;;;;
2020-12-26;TotalCyL;1;0;1;;;;
2020-12-27;Ávila;0;0;0;;;;
2020-12-27;Burgos;0;0;0;;;;
2020-12-27;León;0;0;0;;;;
2020-12-27;Soria;0;0;0;;;;
2020-12-27;TotalCyL;126;0;126;;;;
2020-12-28;Burgos;0;0;0;;;;
2020-12-28;León;0;0;0;;;;
2020-12-28;Segovia;0;0;0;;;;
2020-12-28;Valladolid;0;0;0;;;;
2020-12-28;Zamora;0;0;0;;;;
2020-12-28;TotalCyL;322;1;322;;;;
2020-12-29;Ávila;0;0;0;;;;
2020-12-29;Burgos;0;0;0;;;;
2020-12-31;Ávila;0;3;0;;;;
2020-12-31;Salamanca;0;0;0;;;;
2021-01-01;León;0;0;0;;;;
2021-01-01;Salamanca;0;0;0;;;;
2021-01-01;Segovia;0;0;0;;;;
2021-01-01;Soria;0;0;0;;;;
2021-01-02;Burgos;852;0;852;;;;
2021-01-02;Salamanca;0;0;0;;;;
2021-01-02;Segovia;0;0;0;;;;
2021-01-02;Soria;419;0;419;;;;
2021-01-02;Valladolid;713;0;713;;;;
2021-01-02;Zamora;254;0;254;;;;
2021-01-03;Ávila;0;0;0;;;;
2021-01-03;Segovia;0;0;0;;;;
2021-01-03;Zamora;255;0;255;;;;
2021-01-03;TotalCyL;1615;1;1614;;;;
2021-01-04;León;453;0;453;;;;
2021-01-04;Segovia;0;0;0;;;;
2021-01-04;Soria;364;0;364;;;;
2021-01-04;Zamora;498;1;498;;;;
2021-01-05;Palencia;612;0;612;;;;
2021-01-05;Soria;176;0;176;;;;
2021-01-06;León;1;0;1;;;;
2021-01-06;Valladolid;0;1;0;;;;
2021-01-06;TotalCyL;272;2;272;;;;
2021-01-07;Ávila;199;0;199;;;;
2021-01-07;Burgos;992;0;992;;;;
2021-01-07;Segovia;204;0;204;;;;
2021-01-08;León;1288;4;1288;;;;
2021-01-08;Salamanca;1273;0;1273;;;;
2021-01-08;Valladolid;1243;0;1243;;;;
2021-01-08;Zamora;450;0;450;;;;
2021-01-09;Burgos;0;0;0;;;;
2021-01-09;León;70;0;70;;;;
2021-01-09;Palencia;179;1;179;;;;
2021-01-09;Salamanca;1;0;1;;;;
2021-01-10;Ávila;0;0;0;;;;
2021-01-10;Palencia;1;0;1;;;;
2021-01-10;TotalCyL;604;0;604;;;;
2021-01-11;Palencia;920;0;920;;;;
2021-01-11;Valladolid;1091;0;1091;;;;
2021-01-12;Ávila;487;1;487;;;;
2021-01-12;Salamanca;506;0;506;;;;
2021-01-12;Soria;416;1;416;;;;
2021-01-12;Zamora;538;0;538;;;;
2021-01-13;Burgos;841;0;841;;;;
2021-01-13;Segovia;302;0;302;;;;
2021-01-13;Valladolid;1268;0;1268;;;;
2021-01-14;Ávila;540;0;540;;;;
2021-01-14;Burgos;798;0;798;;;;
2021-01-14;Soria;312;0;312;;;;
2021-01-14;Zamora;291;0;291;;;;
2021-01-15;Ávila;693;0;693;;;;
2021-01-15;Palencia;0;0;0;;;;
2021-01-15;Salamanca;854;0;854;;;;
2021-01-15;Segovia;289;0;289;;;;
2021-01-15;Soria;307;0;307;;;;
2021-01-16;Palencia;0;0;0;;;;
2021-01-16;Soria;252;1;252;;;;
2021-01-17;León;0;0;0;;;;
2021-01-17;Salamanca;1;0;1;;;;
2021-01-17;Segovia;2;0;2;;;;
2021-01-17;Soria;0;0;0;;;;
2021-01-17;Zamora;0;0;0;;;;
2021-01-18;Burgos;636;0;636;;;;
2021-01-18;Segovia;539;0;539;;;;
2021-01-18;Soria;2;0;2;;;;
2021-01-18;TotalCyL;3917;311;3607;;;;
2021-01-19;Ávila;14;1;14;;;;
2021-01-19;León;985;3;982;;;;
2021-01-19;Salamanca;874;0;874;;;;
2021-01-19;Segovia;567;2;567;;;;
2021-01-19;Valladolid;298;0;298;;;;
2021-01-19;Zamora;84;0;84;;;;
2021-01-19;TotalCyL;3585;216;3376;;;;
2021-01-20;Segovia;495;7;489;;;;
2021-01-21;TotalCyL;4181;772;3406;;;;
2021-01-22;León;452;306;148;;;;
2021-01-22;Valladolid;815;379;436;;;;
2021-01-22;Zamora;489;309;178;;;;
2021-01-22;TotalCyL;3119;1011;2117;;;;
2021-01-23;Burgos;944;812;128;;;;
2021-01-23;Palencia;635;1;634;;;;
2021-01-23;Soria;420;412;8;;;;
2021-01-23;Valladolid;90;2;90;;;;
2021-01-24;Palencia;0;0;0;;;;
2021-01-24;Segovia;0;0;0;;;;
2021-01-25;Segovia;181;1;180;;;;
2021-01-25;Soria;378;356;20;;;;
2021-01-25;Valladolid;694;544;147;;;;
2021-01-25;TotalCyL;5074;3677;1366;;;;
2021-01-26;Ávila;712;685;23;;;;
2021-01-26;Salamanca;306;0;306;;;;
2021-01-26;Valladolid;1550;1268;276;;;;
2021-01-27;Ávila;525;472;48;;;;
2021-01-27;León;589;115;470;;;;
2021-01-27;TotalCyL;4124;2359;1746;;;;
2021-01-28;Zamora;626;483;141;;;;
2021-01-28;TotalCyL;7382;6313;1041;;;;
2021-01-29;Segovia;453;415;33;;;;
2021-01-29;Soria;0;0;0;;;;
2021-01-29;TotalCyL;7323;6232;1054;;;;
2021-01-30;Ávila;0;0;0;;;;
2021-01-30;Burgos;4;4;0;;;;
2021-01-30;Zamora;0;0;0;;;;
2021-01-31;León;44;39;5;;;;
2021-01-31;Salamanca;1;1;0;;;;
2021-01-31;Segovia;0;0;0;;;;
2021-02-01;Ávila;479;396;43;;;;
2021-02-01;León;323;158;165;;;;
2021-02-02;Zamora;554;510;36;;;;
2021-02-02;TotalCyL;7264;6624;580;;;;
2021-02-03;Burgos;867;831;28;;;0;
2021-02-03;León;1315;832;479;;;0;
2021-02-03;Salamanca;1717;1377;336;;;0;
2021-02-03;Valladolid;1297;1206;80;;;0;
2021-02-04;Burgos;1127;779;347;;;;
2021-02-04;Palencia;369;188;179;;;;
2021-02-04;Segovia;487;294;172;;;;
2021-02-04;Valladolid;1277;904;365;;;;
2021-02-05;Ávila;716;621;92;;;;
2021-02-05;Segovia;171;39;150;;;;
2021-02-05;Zamora;666;630;28;;;;
2021-02-06;Ávila;0;0;0;;;;
2021-02-06;León;86;89;1;;;;
2021-02-06;Soria;252;242;8;;;;
2021-02-06;Zamora;207;194;12;;;;
2021-02-07;Ávila;0;0;0;;;;
2021-02-07;Burgos;179;179;0;;;;
2021-02-08;Burgos;660;623;24;;;;
2021-02-08;Palencia;504;80;423;;;;
2021-02-09;Ávila;803;652;149;;;;
2021-02-09;Segovia;612;554;51;;;;
2021-02-09;Valladolid;973;877;89;;;;
2021-02-10;Soria;86;11;75;;;;
2021-02-10;Zamora;414;105;307;;;;
2021-02-10;TotalCyL;4859;3019;1832;;;;
2021-02-11;Ávila;416;126;290;;;;
2021-02-13;Burgos;423;75;346;;;;
2021-02-13;Salamanca;114;112;3;;;;
2021-02-13;Soria;30;8;22;;;;
2021-02-14;Ávila;0;0;0;;;;
2021-02-14;Burgos;242;3;241;;;;
2021-02-14;TotalCyL;924;120;816;;;;
2021-02-15;Burgos;848;198;648;;;;
2021-02-15;León;157;130;28;;;;
2021-02-15;Zamora;205;0;205;;;;
2021-02-15;TotalCyL;4170;1890;2266;;;;
2021-02-16;León;1156;87;1069;;;;
2021-02-16;Palencia;271;22;248;;;;
2021-02-16;Salamanca;1143;314;825;;;;
2021-02-16;Soria;337;2;335;;;;
2021-02-16;Valladolid;926;251;673;;;;
2021-02-16;TotalCyL;5819;1255;4558;;;;
2021-02-17;Segovia;690;12;686;;;;
2021-02-17;Soria;110;47;65;;;;
2021-02-17;Zamora;324;128;197;;;;
2021-02-18;Ávila;467;43;427;;;;
2021-02-18;Burgos;753;211;540;;;;
2021-02-18;Salamanca;433;151;285;;;;
2021-02-19;Ávila;633;49;591;;;;
2021-02-19;León;1752;191;1598;;;;
2021-02-19;Salamanca;854;186;671;;;;
2021-02-19;Valladolid;1080;245;898;;;;
2021-02-20;Burgos;1;2;1;;;;
2021-02-20;Salamanca;431;3;431;;;;
2021-02-20;Segovia;0;0;0;;;;
2021-02-20;Valladolid;322;31;321;;;;
2021-02-20;TotalCyL;1538;82;1526;;;;
2021-02-21;Ávila;0;0;0;;;;
2021-02-21;Salamanca;428;5;428;;;;
2021-02-22;Burgos;195;3;192;;;;
2021-02-22;León;778;114;664;;;;
2021-02-22;Palencia;398;117;279;;;;
2021-02-22;Valladolid;915;112;810;;;;
2021-02-22;TotalCyL;4919;889;4039;;;;
2021-02-23;Ávila;653;64;596;;;;
2021-02-23;Salamanca;602;28;575;;;;
2021-02-23;Valladolid;1626;243;1396;;;;
2021-02-23;TotalCyL;6685;989;5763;;;;
2021-02-24;Ávila;656;54;610;;;;
2021-02-24;Burgos;835;2;832;;;;
2021-02-24;Segovia;880;32;849;;;;
2021-02-24;TotalCyL;7843;796;7102;;;;
2021-02-25;Palencia;483;88;397;;;;
2021-02-25;Segovia;701;52;649;;;;
2021-02-25;Soria;824;18;806;;;;
2021-02-25;Zamora;518;27;494;;;;
2021-02-26;Ávila;678;54;627;;;;
2021-02-26;Burgos;1098;80;1021;;;;
2021-02-26;Palencia;1816;157;1660;;;;
2021-02-26;Soria;774;11;763;;;;
2021-02-26;Valladolid;1379;277;1120;;;;
2021-02-27;Soria;728;6;722;;;;
2021-02-27;Valladolid;0;20;0;;;;
2021-02-28;Palencia;0;0;0;;;0;
2021-02-28;Salamanca;77;0;77;;;0;
2021-02-28;Valladolid;0;0;0;;;0;
2021-02-28;Zamora;0;0;0;;;0;
2021-03-01;Ávila;766;557;201;;;;
2021-03-01;Soria;487;0;487;;;;
2021-03-01;Valladolid;1237;27;1210;;;;
2021-03-02;Burgos;1148;28;1120;;;;
2021-03-02;Palencia;690;199;464;;;;
2021-03-02;Salamanca;736;324;413;;;;
2021-03-02;Segovia;921;31;891;;;;
2021-03-02;Soria;649;102;550;;;;
2021-03-03;Palencia;819;80;737;;;0;
2021-03-03;Valladolid;1108;10;1104;;;0;
2021-03-03;Zamora;994;247;747;;;0;
2021-03-04;Segovia;1006;265;735;;;0;
2021-03-04;Valladolid;1855;388;1489;;;0;
2021-03-04;Zamora;795;314;478;;;0;
2021-03-05;Burgos;1295;224;1072;;;;
2021-03-05;Segovia;707;182;527;;;;
2021-03-06;Ávila;2;3;2;;;;
2021-03-06;Salamanca;458;6;458;;;;
2021-03-06;Segovia;0;1;0;;;;
2021-03-06;Valladolid;113;111;4;;;;
2021-03-07;León;0;0;0;;;;
2021-03-08;Ávila;752;7;745;;;;
2021-03-08;León;784;310;472;;;;
2021-03-08;Segovia;846;146;699;;;;
2021-03-08;Soria;289;178;108;;;;
2021-03-08;Zamora;1147;201;942;;;;
2021-03-09;Burgos;1825;134;1684;;;0;
2021-03-09;León;1818;785;1030;;;0;
2021-03-09;Salamanca;1427;801;639;;;0;
2021-03-09;Zamora;1547;632;899;;;0;
2021-03-10;Ávila;1894;768;1149;;;;
2021-03-10;Palencia;1867;239;1632;;;;
2021-03-10;Salamanca;1942;475;1465;;;;
2021-03-10;Segovia;1050;448;590;;;;
2021-03-10;Soria;428;131;306;;;;
2021-03-10;Zamora;1587;281;1303;;;;
2021-03-11;Segovia;918;583;328;;;;
2021-03-11;Valladolid;2323;948;1381;;;;
2021-03-12;Burgos;1113;299;812;;;0;
2021-03-12;Segovia;1666;673;983;;;0;
2021-03-12;Soria;419;159;259;;;0;
2021-03-13;Ávila;2;18;2;;;;
2021-03-13;Palencia;2;5;2;;;;
2021-03-13;Segovia;2;23;2;;;;
2021-03-13;Zamora;0;12;0;;;;
2021-03-14;Soria;111;99;10;;;;
2021-03-14;Zamora;0;0;0;;;;
2021-03-15;Palencia;267;165;100;;;0;
2021-03-16;Ávila;804;516;277;;;0;
2021-03-16;Palencia;59;54;10;;;0;
2021-03-16;Soria;228;203;29;;;0;
2021-03-16;Zamora;1311;154;1157;;;0;
2021-03-17;Ávila;928;407;519;;;0;
2021-03-17;Segovia;1047;837;200;;;0;
2021-03-17;Zamora;865;243;620;;;0;
2021-03-18;Ávila;1000;561;431;13.0657601;7.14367262;;
2021-03-18;León;2546;1844;670;10.00681362;5.788506241;;
2021-03-18;Salamanca;1486;662;821;11.05650807;6.288022597;;
2021-03-18;Valladolid;2336;1446;868;9.104406231;4.745999704;;
2021-03-18;TotalCyL;12367;8003;4253;11.2329942;6.001875638;;
2021-03-19;Ávila;739;420;309;13.26682058;7.417038766;0;
2021-03-19;Palencia;1707;1643;40;13.21598543;7.586654275;0;
2021-03-19;Salamanca;959;748;245;11.14762563;6.478458291;0;
2021-03-19;Valladolid;1597;704;883;9.274770527;4.883712444;0;
2021-03-20;Ávila;0;2;0;13.26682058;7.417038766;;
2021-03-20;Burgos;72;70;0;11.20620719;6.005312456;;
2021-03-20;Salamanca;143;142;0;11.14792935;6.521890993;;
2021-03-21;Burgos;0;0;0;11.20620719;6.005312456;;
2021-03-21;Segovia;0;0;0;12.97971045;7.346329767;;
2021-03-22;León;626;256;363;10.30082881;6.224928194;0;
2021-03-22;Salamanca;536;513;20;11.23661711;6.716882565;0;
2021-03-22;TotalCyL;6208;4629;1509;11.45016239;6.577093662;1;
2021-03-23;León;2569;814;1747;10.68247893;6.402169841;;
2021-03-23;Salamanca;512;285;225;11.32500114;6.860240854;;
2021-03-24;Salamanca;1040;237;804;11.59440538;6.93374235;0;
2021-03-24;Soria;599;483;113;17.18757032;12.36668017;0;
2021-03-24;Valladolid;3734;931;2793;9.95603564;5.622213814;0;
2021-03-25;Palencia;2143;1525;612;13.98007747;9.152263272;0;
2021-03-25;Segovia;1541;696;832;13.71662388;9.761008092;0;
2021-03-25;Valladolid;4641;1485;3253;10.54971776;5.88745969;0;
2021-03-26;Zamora;1418;886;528;14.76364105;8.14594227;;
2021-03-26;TotalCyL;19789;6909;13082;12.96357537;7.799598984;;
2021-03-27;Burgos;1682;27;1680;12.47560464;7.369215714;;
2021-03-27;Soria;1515;620;894;19.08442464;14.04527249;;
2021-03-28;Ávila;1;8;1;15.14613355;9.163157094;;
2021-03-28;León;610;143;502;13.13779059;7.097772101;;
2021-03-28;Soria;451;468;7;19.09680032;14.5436749;;
2021-03-29;Burgos;1446;760;692;12.79407242;7.5942961;;
2021-03-29;Salamanca;1671;289;1382;13.21174202;7.839450865;;
2021-03-29;Soria;875;88;786;19.97434859;14.63480491;;
2021-03-29;Zamora;1621;931;678;15.27774521;8.704598213;;
2021-03-30;Palencia;1727;400;1342;15.56315143;9.958146469;0;
2021-03-31;Burgos;2452;1887;581;13.14860898;8.544107368;;
2021-03-31;León;3772;1201;2577;14.40915434;7.469344206;;
2021-03-31;Segovia;1673;542;1132;15.71625901;11.1384042;;
2021-04-01;León;978;47;950;14.62123088;7.474383214;;
2021-04-01;Segovia;620;10;620;16.1234835;11.13905576;;
2021-04-01;Soria;553;113;455;22.28522569;15.01732595;;
2021-04-01;Valladolid;1072;495;586;12.73948476;6.754838673;;
2021-04-01;Zamora;284;6;284;15.62067672;9.818392853;;
2021-04-01;TotalCyL;4601;1003;3785;14.64776665;8.69010964;;
2021-04-02;Ávila;477;7;477;17.17830323;10.16655673;;
2021-04-02;León;708;4;704;14.80416879;7.475259564;;
2021-04-02;Salamanca;1182;1;1181;14.39535908;8.415617549;;
2021-04-02;Soria;547;7;539;22.88488367;15.02632645;;
2021-04-02;Valladolid;277;1;277;12.80594028;6.754838673;;
2021-04-02;Zamora;219;0;219;15.75257345;9.818392853;;
2021-04-02;TotalCyL;4225;251;4020;14.81340906;8.697959596;;
2021-04-03;Palencia;889;11;889;17.12314669;10.59499379;;
2021-04-03;Salamanca;441;0;441;14.53142796;8.415617549;;
2021-04-03;Soria;561;0;561;23.5126682;15.02632645;;
2021-04-04;Valladolid;0;0;0;12.87508475;6.754838673;;
2021-04-05;Ávila;528;102;430;17.7205957;10.23061701;;
2021-04-05;Burgos;1520;885;641;13.77575842;8.884663777;;
2021-04-05;León;1919;284;1674;16.34566722;7.547120207;;
2021-04-05;Segovia;1261;233;1014;17.6670272;11.30455179;;
2021-04-05;Soria;718;8;709;25.06975384;15.04432744;;
2021-04-05;Valladolid;4720;1697;3001;13.45205695;7.08730834;;
2021-04-06;Ávila;820;534;281;17.90326263;10.56804343;;
2021-04-06;León;3845;673;3191;17.04389853;7.687555183;;
2021-04-06;Salamanca;2022;766;1266;15.758174;8.806815593;;
2021-04-07;Ávila;1787;717;1054;18.57557845;11.0291506;;
2021-04-07;León;3265;158;3121;17.72065928;7.719541932;;
2021-04-07;Palencia;1589;863;721;18.30327905;11.40461948;;
2021-04-07;Salamanca;3818;595;3244;16.68909171;8.947136631;;
2021-04-07;Zamora;2399;386;2016;18.08685253;11.61687809;;
2021-04-08;Ávila;2650;744;1904;19.7857469;11.50294297;;
2021-04-08;Burgos;2187;889;1290;14.72892493;9.814064029;;
2021-04-08;Segovia;1039;18;1015;19.96507643;11.41596841;;
2021-04-09;León;3778;103;3673;19.37893125;7.792278924;;
2021-04-09;Palencia;1764;487;1273;21.28417363;12.07577298;;
2021-04-09;Salamanca;5311;253;5057;19.56324318;9.293687072;;
2021-04-09;Segovia;1137;22;1120;20.68048841;11.42639336;;
2021-04-09;Soria;1129;121;1005;28.37518564;15.29184105;;
2021-04-09;TotalCyL;24955;3308;21704;18.73404434;9.72801574;;
2021-04-10;Burgos;1561;2;1561;15.45058018;9.958339158;;
2021-04-10;León;579;209;383;19.46481348;7.835658215;;
2021-04-10;Salamanca;2562;39;2562;20.30645872;9.305228629;;
2021-04-10;Valladolid;4028;125;4028;16.64115364;8.078763236;;
2021-04-10;Zamora;622;10;622;20.8156494;11.64853331;;
2021-04-11;Burgos;900;53;900;15.69942681;9.958339158;;
2021-04-11;León;728;13;728;19.62430905;7.835658215;;
2021-04-11;Salamanca;0;93;0;20.30706617;9.305228629;;
2021-04-11;Segovia;1;0;1;20.68439776;11.42639336;;
2021-04-11;Soria;720;21;699;29.9727735;15.43022366;;
2021-04-12;Palencia;225;4;225;22.31710132;12.08450546;;
2021-04-12;Salamanca;370;23;347;20.4883901;9.318288812;;
2021-04-12;Segovia;1121;11;1110;21.37570206;11.43616675;;
2021-04-12;Zamora;2003;6;1996;21.97047858;11.65439539;;
2021-04-13;Valladolid;3928;466;3447;17.99830596;8.318848207;;
2021-04-13;Zamora;2568;721;1833;23.06492837;12.08584426;;
2021-04-14;Palencia;1468;28;1440;23.30948535;12.12068288;;
2021-04-14;Soria;817;7;794;32.74042572;15.5944827;;
2021-04-14;Valladolid;3004;577;2422;18.45658015;8.432552449;;
2021-04-15;Salamanca;5813;997;4834;23.67173382;9.702804902;;
2021-04-15;TotalCyL;34716;5226;29507;22.59684883;10.33049983;;
2021-04-16;Valladolid;4192;438;3780;20.05727467;8.648820991;;
2021-04-16;TotalCyL;27330;3868;23407;23.81175472;10.49789596;;
2021-04-17;Ávila;0;0;0;25.43129694;12.75116704;;
2021-04-17;Burgos;2160;0;2160;19.31720956;10.37942122;;
2021-04-17;Palencia;16;28;16;28.82279926;12.16496903;;
2021-04-17;Valladolid;2958;123;2958;20.60524461;8.649013059;;
2021-04-19;Ávila;579;21;556;25.85878831;12.77463467;0;
2021-04-19;Salamanca;687;492;195;25.83061246;9.967045817;0;
2021-04-19;Valladolid;4710;746;3912;21.54464908;8.795752993;0;
2021-04-19;TotalCyL;15574;2833;12718;24.93333801;10.6214075;2;
2021-04-20;Ávila;1460;342;1105;26.55710879;13.00423686;;
2021-04-20;Burgos;3418;176;3266;21.12008947;10.49182161;;
2021-04-20;Soria;1125;850;262;36.85927726;17.66797174;;
2021-04-21;Burgos;3209;346;2819;21.92702363;10.60589962;0;
2021-04-21;León;5261;1941;3303;26.38052401;10.58388963;0;
2021-04-22;Ávila;2814;529;2319;29.47851126;13.69558047;0;
2021-04-22;Zamora;2009;114;1919;33.72042582;12.64977607;0;
2021-04-22;TotalCyL;27978;3372;24354;27.77260015;11.41759342;1;
2021-04-23;Burgos;4269;8;4267;23.80819237;10.64084999;0;
2021-04-23;Valladolid;6027;133;5894;24.9344568;9.479707058;0;
2021-04-23;Zamora;248;2;246;33.85994326;12.65153469;0;
2021-04-23;TotalCyL;12776;1566;11342;28.21061097;11.47517368;1;
2021-04-24;León;633;607;15;27.18435541;11.14650589;;
2021-04-24;Palencia;2;8;1;32.75366296;13.81977408;;
2021-04-25;León;205;203;0;27.19289982;11.19163787;;
2021-04-25;Palencia;0;0;0;32.75366296;13.81977408;;
2021-04-25;Salamanca;1;32;1;30.18481678;10.40896597;;
2021-04-25;Soria;742;707;35;38.01246569;20.23536294;;
2021-04-26;Burgos;2383;110;2237;25.52775059;10.69145813;;
2021-04-26;Salamanca;858;57;742;30.56599189;10.43903476;;
2021-04-26;Valladolid;6088;2352;3573;25.85042898;10.14253365;;
2021-04-26;Zamora;1494;405;1483;35.15311745;12.93819026;;
2021-04-27;Ávila;1038;169;830;30.32334585;13.90298356;;
2021-04-27;León;4212;3125;1283;27.86527882;11.88461109;;
2021-04-27;Segovia;1742;1253;903;30.84155384;14.41444376;;
2021-04-28;Burgos;3759;1262;2726;27.24954565;11.06948134;;
2021-04-28;Palencia;806;775;222;33.00129116;14.66931968;;
2021-04-28;Salamanca;4065;2891;1355;32.11924251;11.543987;;
2021-04-28;Zamora;2292;1478;796;36.12094637;14.33805426;;
2021-04-29;Burgos;5265;1461;4153;28.37830281;11.4721096;;
2021-04-29;León;7448;2964;4834;30.82383407;13.37046133;;
2021-04-29;Salamanca;6258;5145;1909;32.69237194;13.11546113;;
2021-04-29;Segovia;987;635;312;31.23900494;15.72212304;;
2021-04-29;Soria;738;705;26;38.5581207;23.14252284;;
2021-04-30;Ávila;2659;1577;1488;33.4045819;16.60112645;0;
2021-04-30;León;6565;4172;3329;31.54506955;14.27748286;0;
2021-04-30;Salamanca;5984;4286;1670;33.26428647;14.42239062;0;
2021-04-30;Soria;646;616;205;38.78650826;23.85243688;0;
2021-05-01;Ávila;885;5;884;33.9398975;16.60302923;;
2021-05-01;León;1561;104;1552;31.94315122;14.32896838;;
2021-05-01;Salamanca;1310;1042;259;33.35358168;14.74221325;;
2021-05-01;Segovia;0;18;0;31.47030845;16.17365355;;
2021-05-01;Zamora;308;303;1;36.26046381;16.93436819;;
2021-05-01;TotalCyL;12916;4033;9796;32.17993267;14.54400526;;
2021-05-02;Burgos;2627;1;2627;31.79113659;11.78107088;;
2021-05-02;Palencia;0;0;0;33.9656065;17.41443729;;
2021-05-02;Soria;726;674;33;38.83601098;26.05755817;;
2021-05-02;Zamora;0;0;0;36.26046381;16.93436819;;
2021-05-03;Ávila;402;0;402;34.75365334;16.60429775;0;
2021-05-03;Burgos;2142;1627;1094;32.1227457;12.19991612;0;
2021-05-03;Palencia;38;13;25;33.99554643;17.43564474;0;
2021-05-03;Segovia;964;866;22;31.50744732;16.78807386;0;
2021-05-04;Ávila;1653;350;1294;35.57692308;16.85863609;;
2021-05-04;León;5296;2475;2744;33.27432581;15.38212116;;
2021-05-04;Segovia;1825;1242;887;32.08798655;17.62728209;;
2021-05-04;Zamora;2403;1640;726;37.09287875;19.07988839;;
2021-05-05;Burgos;3182;2425;1137;32.92772263;13.46428072;0;
2021-05-05;León;10635;2571;8057;34.96940445;15.93663118;0;
2021-05-05;Palencia;1851;1776;60;34.04232758;18.437385;1;
2021-05-05;Salamanca;5079;3856;1301;35.82620845;16.70427797;0;
2021-05-06;Zamora;3310;2405;858;38.05484559;22.01444416;;
2021-05-07;León;4527;1759;2711;37.0187473;17.10699568;;
2021-05-07;Palencia;4846;737;3979;36.48367962;22.51981961;;
2021-05-07;Segovia;1992;1565;355;32.82750622;21.01864762;;
2021-05-07;Valladolid;5996;799;5224;32.53343423;13.22964223;;
2021-05-08;Ávila;506;73;505;38.75266389;19.36332961;;
2021-05-08;Burgos;5106;29;5082;34.89025584;14.67607997;;
2021-05-08;Segovia;0;9;0;32.82750622;21.01995074;;
2021-05-08;Zamora;723;34;723;38.9529158;22.95061786;;
2021-05-08;TotalCyL;17422;3703;14206;36.15464079;17.98278688;;
2021-05-09;Ávila;0;2;0;38.75266389;19.36206109;;
2021-05-09;Valladolid;0;109;0;33.28864552;13.49027848;;
2021-05-09;TotalCyL;888;1174;161;36.15660327;18.01134736;;
2021-05-10;Ávila;1028;29;994;39.3596509;19.38552872;0;
2021-05-10;León;2741;887;1822;37.4354514;17.52961513;0;
2021-05-10;Palencia;39;22;13;36.54044074;22.53790832;0;
2021-05-10;Salamanca;2202;1;2165;38.58737414;19.50644657;0;
2021-05-11;Segovia;1988;1826;109;33.14351243;22.84301333;;
2021-05-11;Valladolid;6958;3284;3641;34.66750152;14.71163874;;
